timestamp,strike,entry_exit,price,qty,pnl,trigger_type,regime
2026-04-30 09:45:00,24100,SHORT_ENTRY,524.50,390,0.0,NEW,BEARISH
2026-04-30 14:30:00,24100,SHORT_EXIT,516.25,390,3217.5,TARGET,BEARISH
2026-04-30 10:15:00,24000,LONG_ENTRY,485.75,390,0.0,OLD,BULLISH
2026-04-30 13:45:00,24000,LONG_EXIT,495.50,390,3802.5,TARGET,BULLISH
